,User,Day in Study,Time of Day,Brush Time,Day Type,Proportion Brushed In Past 7 Days
1703,P2_053,12,1,0.0,0,0.35714285714285715
1704,P2_053,13,0,0.0,1,0.35714285714285715
1705,P2_053,13,1,0.0,1,0.35714285714285715
1706,P2_053,14,0,0.0,1,0.2857142857142857
1707,P2_053,14,1,0.0,1,0.2857142857142857
1708,P2_053,15,0,0.0,0,0.21428571428571427
1709,P2_053,15,1,0.0,0,0.14285714285714285
1710,P2_053,16,0,0.0,0,0.07142857142857142
1711,P2_053,16,1,0.0,0,0.07142857142857142
1712,P2_053,17,0,0.0,0,0.0
1713,P2_053,17,1,0.0,0,0.0
1714,P2_053,18,0,0.0,0,0.0
1715,P2_053,18,1,0.0,0,0.0
1716,P2_053,19,0,0.0,0,0.0
1717,P2_053,19,1,0.0,0,0.0
1718,P2_053,20,0,0.0,1,0.0
1719,P2_053,20,1,0.0,1,0.0
1720,P2_053,21,0,0.0,1,0.0
1721,P2_053,21,1,0.0,1,0.0
1722,P2_053,22,0,0.0,0,0.0
1723,P2_053,22,1,0.0,0,0.0
1724,P2_053,23,0,0.0,0,0.0
1725,P2_053,23,1,0.0,0,0.0
1726,P2_053,24,0,114.0,0,0.0
1727,P2_053,24,1,0.0,0,0.07142857142857142
1728,P2_053,25,0,126.0,0,0.07142857142857142
1729,P2_053,25,1,99.0,0,0.14285714285714285
1730,P2_053,26,0,0.0,0,0.21428571428571427
1731,P2_053,26,1,0.0,0,0.21428571428571427
1732,P2_053,27,0,0.0,1,0.21428571428571427
1733,P2_053,27,1,0.0,1,0.21428571428571427
1734,P2_053,28,0,0.0,1,0.21428571428571427
1735,P2_053,28,1,0.0,1,0.21428571428571427
1736,P2_056,1,0,144.0,0,0.0
1737,P2_056,1,1,131.0,0,0.0
1738,P2_056,2,0,94.0,0,0.0
1739,P2_056,2,1,0.0,0,0.0
1740,P2_056,3,0,129.0,0,0.0
1741,P2_056,3,1,0.0,0,0.0
1742,P2_056,4,0,99.0,0,0.0
1743,P2_056,4,1,145.0,0,0.0
1744,P2_056,5,0,86.0,0,0.0
1745,P2_056,5,1,141.0,0,0.0
1746,P2_056,6,0,96.0,1,0.0
1747,P2_056,6,1,151.0,1,0.0
1748,P2_056,7,0,114.0,1,0.0
1749,P2_056,7,1,145.0,1,0.0
1750,P2_056,8,0,132.0,0,0.8571428571428571
1751,P2_056,8,1,147.0,0,0.8571428571428571
1752,P2_056,9,0,124.0,0,0.8571428571428571
1753,P2_056,9,1,150.0,0,0.8571428571428571
1754,P2_056,10,0,94.0,0,0.9285714285714286
1755,P2_056,10,1,0.0,0,0.9285714285714286
1756,P2_056,11,0,95.0,0,0.9285714285714286
1757,P2_056,11,1,131.0,0,0.9285714285714286
1758,P2_056,12,0,0.0,0,0.9285714285714286
1759,P2_056,12,1,153.0,0,0.8571428571428571
1760,P2_056,13,0,101.0,1,0.8571428571428571
1761,P2_056,13,1,145.0,1,0.8571428571428571
1762,P2_056,14,0,0.0,1,0.8571428571428571
1763,P2_056,14,1,123.0,1,0.7857142857142857
1764,P2_056,15,0,104.0,0,0.7857142857142857
1765,P2_056,15,1,128.0,0,0.7857142857142857
1766,P2_056,16,0,130.0,0,0.7857142857142857
1767,P2_056,16,1,140.0,0,0.7857142857142857
1768,P2_056,17,0,133.0,0,0.7857142857142857
1769,P2_056,17,1,124.0,0,0.7857142857142857
1770,P2_056,18,0,0.0,0,0.8571428571428571
1771,P2_056,18,1,0.0,0,0.7857142857142857
1772,P2_056,19,0,71.0,0,0.7142857142857143
1773,P2_056,19,1,121.0,0,0.7857142857142857
1774,P2_056,20,0,0.0,1,0.7857142857142857
1775,P2_056,20,1,0.0,1,0.7142857142857143
1776,P2_056,21,0,0.0,1,0.6428571428571429
1777,P2_056,21,1,0.0,1,0.6428571428571429
1778,P2_056,22,0,0.0,0,0.5714285714285714
1779,P2_056,22,1,0.0,0,0.5
1780,P2_056,23,0,0.0,0,0.42857142857142855
1781,P2_056,23,1,0.0,0,0.35714285714285715
1782,P2_056,24,0,111.0,0,0.2857142857142857
1783,P2_056,24,1,145.0,0,0.2857142857142857
1784,P2_056,25,0,90.0,0,0.2857142857142857
1785,P2_056,25,1,144.0,0,0.35714285714285715
1786,P2_056,26,0,105.0,0,0.42857142857142855
1787,P2_056,26,1,139.0,0,0.42857142857142855
1788,P2_056,27,0,0.0,1,0.42857142857142855
1789,P2_056,27,1,162.0,1,0.42857142857142855
1790,P2_056,28,0,139.0,1,0.5
1791,P2_056,28,1,139.0,1,0.5714285714285714
